,neither,hate,offensive,cw_tweet,hate_score,offensive_score,neither_score,POS,NEG,ANG,nw
2227,1.0,0.0,0.0,adult human skulls found trash http://t.co/vcsnp9ejv9,0.5972523976405726,0.4557945581961602,0.6170751203436052,0.0,0.0,0.0,6
2650,1.0,0.0,0.0,@boner4tuna @tcc_grouchy @mrs__met @vortmax29 @llmajer @dmb1031 @aplmom @frogtox @kishkaandpipiks shots yellow smoke,0.5042494349489722,0.46544658639495584,0.5767461817085308,0.0,0.0,0.0,12
20167,1.0,0.0,0.0,rt @thereal_emandm yankee doodle farm cotton farm,0.34108745271277185,0.3183557118221134,0.3872690966867895,0.0,0.0,0.0,7
12816,1.0,0.0,0.0,"downloads flappy bird 
 sierra welp goes school",0.5588908377889811,0.5179330589309983,0.6626268059102589,0.0,0.0,0.0,7
3516,1.0,0.0,0.0,@intentionaltalk half jar marmalade shaved monkey saran wrap mini horse best scene askkevin,0.5791252779218885,0.5743322568663116,0.6677639478850758,0.0,0.0,0.0,13
20117,1.0,0.0,0.0,rt @terri_georgia charlie crist leads rick scott florida governor race vote matter http://t.co/fwuh5pvnjk,0.5273777134657692,0.41918529161576207,0.5625871401387984,0.15384615384615385,0.07692307692307693,0.07692307692307693,13
10731,1.0,0.0,0.0,love watching birds migrate wish understood peaceful sight,0.6827012552824667,0.59761778430531,0.7798085657028135,0.25,0.0,0.0,8
9677,1.0,0.0,0.0,purchased baseball field dirt want dirt @yankees stadium grandfather grave weirdtweets,0.598527885712759,0.5362229334767735,0.6688943442515531,0.0,0.0,0.0,11
8715,1.0,0.0,0.0,diabetes galore 128514;&#128514;&#128514;&#128514;&#128514 rt @time colorado health officials recommend pot brownie ban http://t.co/z59oy20tmp,0.4809433941144887,0.37147047760510205,0.5695277842714492,0.07692307692307693,0.0,0.0,13
14932,1.0,0.0,0.0,rt @dannytanner highest score flappy bird nt beat http://t.co/i2qgswipdc,0.43223702360411503,0.4400062414404942,0.44327501915732404,0.1111111111111111,0.1111111111111111,0.0,9
1320,1.0,0.0,0.0,8220;@imtoblame bruh rt @priscocbs trent took yellow path http://t.co/1xxguktjp8&#8221;&#128514;&#128514;&#128514;&#128514,0.4841384217431196,0.41083927940057763,0.622699964785346,0.0,0.0,0.0,9
12736,1.0,0.0,0.0,man zebra print dress robs bank http://t.co/3xapayzbge,0.5884429158748141,0.517497929768221,0.6124535283816382,0.0,0.14285714285714285,0.14285714285714285,7
8948,1.0,0.0,0.0,enjoy @greenfestival dc tickets code check booth vegan brownies samples amp http://t.co/scdzndk2aq,0.41106908418558713,0.40587869299103607,0.5586132978114535,0.08333333333333333,0.0,0.0,12
1201,1.0,0.0,0.0,8220;@commonmankfan mock drafts joke friends &#8221;anyone,-0.09492144013791683,-0.038461740192167006,-0.07096247114646721,0.0,0.0,0.0,6
10096,1.0,0.0,0.0,hear birds outside,0.586602064012527,0.5283780783123186,0.6482589619677567,0.0,0.0,0.0,3
22167,1.0,0.0,0.0,good pricklypear shiner http://t.co/fa02a3avxq,0.499308357210965,0.536482721011676,0.554931524543491,0.25,0.0,0.0,4
18526,1.0,0.0,0.0,rt @ajbk4life1 people realize jig,0.693368464403098,0.6336478391999262,0.6802631737320396,0.0,0.0,0.0,5
6603,1.0,0.0,0.0,@luchadora41 slavery prohibition letting women vote segregation jim crow laws etc etc day lol,0.5358331987711638,0.3807063296626055,0.5666801794355698,0.07142857142857142,0.14285714285714285,0.14285714285714285,14
6377,1.0,0.0,0.0,@kboydee like worst lyrics post beautiful know talking trash,0.7365287634005067,0.7025283313446044,0.7541239291782592,0.2222222222222222,0.0,0.0,9
18824,1.0,0.0,0.0,rt @daggerbyte old fashioned sewn magic birds,0.518760707898604,0.46686427080935317,0.5714078279649445,0.0,0.0,0.0,7
21068,1.0,0.0,0.0,bring goldfish crackers,0.5855580329658855,0.5230095704354254,0.6824260675134398,0.0,0.0,0.0,3
14518,1.0,0.0,0.0,rt @bryanhoch days yankees pitchers catchers report,0.3781306293328341,0.30015711838078957,0.5077941603179994,0.0,0.0,0.0,7
5739,1.0,0.0,0.0,@chucktodd @meetthepress walking amp little birds pitch doorstep singing sweet songs melodies pure amp true saying,0.6421547998017684,0.6089078322712511,0.75083485513337,0.0,0.0,0.0,16
8918,1.0,0.0,0.0,early bird gets worm gogetit,0.5147144171839286,0.4648764021583579,0.5913297359221106,0.0,0.0,0.0,5
22420,1.0,0.0,0.0,video charlie baker makes final push votes http://t.co/9artp5ymbs,0.4690781540594959,0.4229829874562684,0.6170228172003464,0.0,0.0,0.0,8
5656,1.0,0.0,0.0,@brianabrazilian oh phone trash knew,0.5537215335785032,0.6099654028330526,0.45754699486667055,0.0,0.0,0.0,5
17155,1.0,0.0,0.0,rt @sbnation reds fan snags foul ball gets shoved player flips bird true american hero http://t.co/ydu4pr531r http://t.co/&#8230,0.6255393832566144,0.602330796282322,0.6629352074142169,0.0,0.11764705882352941,0.11764705882352941,17
8917,1.0,0.0,0.0,early bird gets worm 128027;&#128036,0.5147144171839286,0.4648764021583579,0.5913297359221106,0.0,0.0,0.0,5
18325,1.0,0.0,0.0,rt @_mykalaj @whitakerc54 blame yellow chucks lmfao,0.6374142614815591,0.6080085946242839,0.6047929268554162,0.0,0.14285714285714285,0.14285714285714285,7
11917,1.0,0.0,0.0,karaoke night baby hi ho hi ho sing voice sounds like sandpaper hi ho hi ho,0.4058055876148779,0.4472825683367229,0.3798991507855011,0.0,0.0,0.0,16
19576,1.0,0.0,0.0,rt @lordemusic pleased proud announced sole curator soundtrack mockingjay,0.15867456744882413,0.1227688990277005,0.29373078093196114,0.1111111111111111,0.0,0.0,9
7252,1.0,0.0,0.0,@vernon1488 female grand champion jesse heard bird outside http://t.co/1oinieej9c,0.5561089843461351,0.4681765500325909,0.643165237022035,0.1111111111111111,0.0,0.0,9
6783,1.0,0.0,0.0,@npratc explains waving trash bags heads,0.6026470875034066,0.5449108674169385,0.6437737079574775,0.16666666666666666,0.0,0.0,6
16816,1.0,0.0,0.0,rt @opwarriorteam hi ho hi ho work militarymonday support military organization today http://t.co/9dv04wk&#8230,0.3858657880950328,0.3285968870471576,0.4121254120386644,0.0,0.0,0.0,13
15020,1.0,0.0,0.0,rt @domworldpeace teixeira point tonight yankees,0.5698836484388653,0.5601033136112183,0.645372872175791,0.0,0.0,0.0,6
15669,1.0,0.0,0.0,rt @itsfoodporn oreo ice cream sandwiches http://t.co/8ha6xac0h5,0.34718593387741004,0.3614919315172319,0.44158016227472235,0.0,0.0,0.0,7
8535,1.0,0.0,0.0,country bumpkin word day yokel http://t.co/abpfzgju,0.5449237081441951,0.4640125286002565,0.6090265060805969,0.0,0.0,0.0,6
18154,1.0,0.0,0.0,rt @yankees getting field ready today game http://t.co/lh4uzqxbei,0.560708993524941,0.5122926700416315,0.7237219144753232,0.0,0.0,0.0,8
23522,1.0,0.0,0.0,zack questions love oreos lol,0.547899670980448,0.5567259276468995,0.5543552216560432,0.0,0.0,0.0,5
19242,1.0,0.0,0.0,rt @illroots radio trash,0.33743155398626207,0.29732789657389086,0.3454998262376733,0.0,0.0,0.0,4
4226,1.0,0.0,0.0,"@nyrkelsmads 
 wishin local takes da yankee game spoil",0.4091037541340358,0.38068179636103666,0.5254939076206387,0.0,0.125,0.0,8
14037,1.0,0.0,0.0,"rt @49ers oregon state wr @brandincooks popular 49ers pick recent mock drafts 

 draft tracker http://t.co/aeuekmhkqx http://t.c&#8230",0.36070553073233813,0.2420259015851906,0.5176594394339982,0.0625,0.0,0.0,16
14407,1.0,0.0,0.0,rt @blackjeezuss drops trash mixtape dms http://t.co/wkfjfjknci,0.40487640050237894,0.4492734981294325,0.4231903118313035,0.0,0.0,0.0,7
19486,1.0,0.0,0.0,rt @lachlan wants tell washington post charlie crist democrat http://t.co/lgzzyusekz http://t.co/2jcvv7qxqf,0.6633359548139354,0.6219828493502253,0.6763662542725569,0.0,0.0,0.0,11
16422,1.0,0.0,0.0,rt @melissatweets scott walker investigate christie bridgegate perry drunk monkey dem da gate men innocent threats left&#8230,0.6132397691356664,0.532614409758122,0.5863586307271432,0.11764705882352941,0.0,0.0,17
24634,1.0,0.0,0.0,windoowww 8220;@brettcanfly bleaching teeth smiling flash talking trash breath&#8221,0.7147379290280982,0.6713058475533666,0.7469478371361489,0.2222222222222222,0.0,0.0,9
5664,1.0,0.0,0.0,@brittbritt_naay wexican,0.0,0.0,0.0,0.0,0.0,0.0,2
13714,1.0,0.0,0.0,swept motown lol yankees tigers mlb,0.45969375224486503,0.4522714029811728,0.4160837280193788,0.0,0.0,0.0,6
18758,1.0,0.0,0.0,rt @chilltweetss flappy bird deep hahaha http://t.co/emuhmr3jze,0.5347679247002273,0.5281411605636949,0.5952991126892202,0.0,0.0,0.0,7
16574,1.0,0.0,0.0,"rt @mysportslegion nick young says close $ 100,000 worth money watches sneakers clothes stolen house nig&#8230",0.4506198128874892,0.4241830461620869,0.5301479936326292,0.0625,0.0625,0.0625,16
9499,1.0,0.0,0.0,good morning twitter today positive beat meanie faces possible hate flappy bird,0.7626740122902239,0.7070879514266936,0.8346709361795871,0.08333333333333333,0.0,0.0,12
19346,1.0,0.0,0.0,rt @jennakimjones dear oreo hear watermelon flavor fake fruit flavor crisco sandwiches love&#8230,0.5571884170215898,0.571538199008067,0.6070292407027716,0.0,0.07692307692307693,0.0,13
20212,1.0,0.0,0.0,rt @townhallcom charlie crist refuses race based attack gop http://t.co/zshn94ok9s,0.42676644470420444,0.25689593028045316,0.49012929316357423,0.0,0.1,0.0,10
14145,1.0,0.0,0.0,rt @aliyahkorea whiteculture thinking weave ratchet ghetto extensions perfectly fine,0.666020478433699,0.613672024904072,0.7502558014720325,0.0,0.0,0.0,10
1980,1.0,0.0,0.0,best asian massage park slope --top rated spa http://t.co/iucrwofdts,0.3263908719096213,0.28025368208570106,0.48177880321834177,0.0,0.0,0.0,9
18962,1.0,0.0,0.0,rt @ella__fraser clam survival instinct kick door shut,0.5736887805447596,0.585102070571671,0.5862648077666156,0.0,0.0,0.0,8
14110,1.0,0.0,0.0,rt @adamschein think flat wrong blame brian cashman yankees @snytv,0.7045958682704341,0.6949643561839619,0.6614856348086285,0.0,0.1,0.0,10
21125,1.0,0.0,0.0,special thanks tina charlie staff waverly hills thanks dedicated time http://bit.ly/akyqk2,0.5136071962187951,0.43531882349795226,0.697835271194179,0.0,0.0,0.0,11
3827,1.0,0.0,0.0,@kingcuh @tee_jonez io lol osi tangi haha tuku ho tangible terryn atunga ho fie lea lahi mai,0.27131346776419923,0.31492977238956443,0.23287371233672893,0.0,0.0,0.0,17
22252,1.0,0.0,0.0,"tracy morgans car wreck press covered zappa 60's ""some joker brownie ye'll complete",0.5592906597015631,0.43945962931475463,0.6489470496556012,0.0,0.0,0.0,14
4849,1.0,0.0,0.0,@tasogarenoraiko decide damara gladiola gorgeous rust colored ones coming,0.7026168411440232,0.6416169051248484,0.8128202540450202,0.1111111111111111,0.0,0.0,9
16077,1.0,0.0,0.0,rt @krislisisms hot trash,0.4357533615332651,0.484465373830977,0.4223262923823841,0.0,0.0,0.25,4
1069,1.0,0.0,0.0,8216;chillin&#8217 homie what&#8217;s left him&#8217 british rapper turned isis jihadi poses severed head http://t.co/l9vmdnoxpg tcot,0.5263555926728994,0.4102998191391505,0.5668861404851573,0.0,0.2,0.0,15
9510,1.0,0.0,0.0,good ghetto thug 8220;@grasswire fpd arrested @sennasheed street ferguson&#8221 https://t.co/puiwlunbiz&#8221,0.6083774673058746,0.5102056055721947,0.5314362794359093,0.1,0.1,0.0,10
20134,1.0,0.0,0.0,rt @the_blueprint trash hope rt @complexmag @bigsean dropped new songs,0.49940204052458015,0.4805126611920377,0.6259617780078571,0.0,0.0,0.0,10
21871,1.0,0.0,0.0,clumsy bird lol life,0.5511761633944516,0.5279467299259677,0.5556040666938991,0.0,0.25,0.0,4
6062,1.0,0.0,0.0,@hardball @now @hardball_chris jimmy want talk trash chris stop talking spitting,0.7644054957950722,0.775168597570834,0.7066434554028378,0.18181818181818182,0.0,0.0,11
21627,1.0,0.0,0.0,value abu qutada&#8217;s statement credentials jihadi circles impeccable he&#8217;s facing trial terrorism charges,0.4429874218536895,0.26842982586564773,0.5557221345587458,0.07692307692307693,0.0,0.0,13
5975,1.0,0.0,0.0,@foreverschmoked vertical nip bars horizontal ones think look hella cute,0.7301818088910366,0.7255131561701292,0.7873488012097135,0.1,0.0,0.0,10
